"","playerID","ever_inducted","bbwaa_inducted","committee_inducted","induction_method"
"1","aaronha01",TRUE,TRUE,FALSE,"BBWAA"
"2","alexape01",TRUE,TRUE,FALSE,"BBWAA"
"3","alomaro01",TRUE,TRUE,FALSE,"BBWAA"
"4","ansonca01",TRUE,FALSE,TRUE,"Committee"
"5","aparilu01",TRUE,TRUE,FALSE,"BBWAA"
"6","applilu01",TRUE,FALSE,TRUE,"Committee"
"7","ashburi01",TRUE,FALSE,TRUE,"Committee"
"8","averiea01",TRUE,FALSE,TRUE,"Committee"
"9","bagweje01",TRUE,TRUE,FALSE,"BBWAA"
"10","baineha01",TRUE,FALSE,TRUE,"Committee"
"11","bakerfr01",TRUE,FALSE,TRUE,"Committee"
"12","bancrda01",TRUE,FALSE,TRUE,"Committee"
"13","bankser01",TRUE,TRUE,FALSE,"BBWAA"
"14","becklja01",TRUE,FALSE,TRUE,"Committee"
"15","bellco99",TRUE,FALSE,TRUE,"Committee"
"16","benchjo01",TRUE,TRUE,FALSE,"BBWAA"
"17","bendech01",TRUE,FALSE,TRUE,"Committee"
"18","berrayo01",TRUE,TRUE,FALSE,"BBWAA"
"19","biggicr01",TRUE,TRUE,FALSE,"BBWAA"
"20","blylebe01",TRUE,TRUE,FALSE,"BBWAA"
"21","boggswa01",TRUE,TRUE,FALSE,"BBWAA"
"22","bottoji01",TRUE,FALSE,TRUE,"Committee"
"23","boudrlo01",TRUE,TRUE,FALSE,"BBWAA"
"24","bresnro01",TRUE,FALSE,TRUE,"Committee"
"25","brettge01",TRUE,TRUE,FALSE,"BBWAA"
"26","brocklo01",TRUE,TRUE,FALSE,"BBWAA"
"27","broutda01",TRUE,FALSE,TRUE,"Committee"
"28","brownmo01",TRUE,FALSE,TRUE,"Committee"
"29","brownra99",TRUE,FALSE,TRUE,"Committee"
"30","brownwi02",TRUE,FALSE,TRUE,"Committee"
"31","bunniji01",TRUE,FALSE,TRUE,"Committee"
"32","burkeje01",TRUE,FALSE,TRUE,"Committee"
"33","camparo01",TRUE,TRUE,FALSE,"BBWAA"
"34","carewro01",TRUE,TRUE,FALSE,"BBWAA"
"35","careyma01",TRUE,FALSE,TRUE,"Committee"
"36","carltst01",TRUE,TRUE,FALSE,"BBWAA"
"37","cartega01",TRUE,TRUE,FALSE,"BBWAA"
"38","cepedor01",TRUE,FALSE,TRUE,"Committee"
"39","chancfr01",TRUE,FALSE,TRUE,"Committee"
"40","charlos99",TRUE,FALSE,TRUE,"Committee"
"41","chesbja01",TRUE,FALSE,TRUE,"Committee"
"42","clarkfr01",TRUE,FALSE,TRUE,"Committee"
"43","clarkjo01",TRUE,FALSE,TRUE,"Committee"
"44","clemero01",TRUE,FALSE,TRUE,"Committee"
"45","cobbty01",TRUE,TRUE,FALSE,"BBWAA"
"46","cochrmi01",TRUE,TRUE,FALSE,"BBWAA"
"47","collied01",TRUE,TRUE,FALSE,"BBWAA"
"48","colliji01",TRUE,FALSE,TRUE,"Committee"
"49","combsea01",TRUE,FALSE,TRUE,"Committee"
"50","connoro01",TRUE,FALSE,TRUE,"Committee"
"51","coopean99",TRUE,FALSE,TRUE,"Committee"
"52","covelst01",TRUE,FALSE,TRUE,"Committee"
"53","crawfsa01",TRUE,FALSE,TRUE,"Committee"
"54","cronijo01",TRUE,TRUE,FALSE,"BBWAA"
"55","cuyleki01",TRUE,FALSE,TRUE,"Committee"
"56","dandrra99",TRUE,FALSE,TRUE,"Committee"
"57","davisge01",TRUE,FALSE,TRUE,"Committee"
"58","dawsoan01",TRUE,TRUE,FALSE,"BBWAA"
"59","dayle99",TRUE,FALSE,TRUE,"Committee"
"60","deandi01",TRUE,TRUE,FALSE,"BBWAA"
"61","delahed01",TRUE,FALSE,TRUE,"Committee"
"62","dickebi01",TRUE,TRUE,FALSE,"BBWAA"
"63","dihigma99",TRUE,FALSE,TRUE,"Committee"
"64","dimagjo01",TRUE,TRUE,FALSE,"BBWAA"
"65","dobyla01",TRUE,FALSE,TRUE,"Committee"
"66","doerrbo01",TRUE,FALSE,TRUE,"Committee"
"67","drysddo01",TRUE,TRUE,FALSE,"BBWAA"
"68","duffyhu01",TRUE,FALSE,TRUE,"Committee"
"69","eckerde01",TRUE,TRUE,FALSE,"BBWAA"
"70","eversjo01",TRUE,FALSE,TRUE,"Committee"
"71","ewingbu01",TRUE,FALSE,TRUE,"Committee"
"72","faberre01",TRUE,FALSE,TRUE,"Committee"
"73","fellebo01",TRUE,TRUE,FALSE,"BBWAA"
"74","ferreri01",TRUE,FALSE,TRUE,"Committee"
"75","fingero01",TRUE,TRUE,FALSE,"BBWAA"
"76","fiskca01",TRUE,TRUE,FALSE,"BBWAA"
"77","flickel01",TRUE,FALSE,TRUE,"Committee"
"78","fordwh01",TRUE,TRUE,FALSE,"BBWAA"
"79","fostebi99",TRUE,FALSE,TRUE,"Committee"
"80","foxne01",TRUE,FALSE,TRUE,"Committee"
"81","foxxji01",TRUE,TRUE,FALSE,"BBWAA"
"82","friscfr01",TRUE,TRUE,FALSE,"BBWAA"
"83","galvipu01",TRUE,FALSE,TRUE,"Committee"
"84","gehrich01",TRUE,FALSE,TRUE,"Committee"
"85","gehrilo01",TRUE,FALSE,TRUE,"Committee"
"86","gibsobo01",TRUE,TRUE,FALSE,"BBWAA"
"87","gibsojo99",TRUE,FALSE,TRUE,"Committee"
"88","glavito02",TRUE,TRUE,FALSE,"BBWAA"
"89","gomezle01",TRUE,FALSE,TRUE,"Committee"
"90","gordojo01",TRUE,FALSE,TRUE,"Committee"
"91","gosligo01",TRUE,FALSE,TRUE,"Committee"
"92","gossari01",TRUE,TRUE,FALSE,"BBWAA"
"93","grantfr99",TRUE,FALSE,TRUE,"Committee"
"94","greenha01",TRUE,TRUE,FALSE,"BBWAA"
"95","griffcl01",TRUE,FALSE,TRUE,"Committee"
"96","griffke02",TRUE,TRUE,FALSE,"BBWAA"
"97","grimebu01",TRUE,FALSE,TRUE,"Committee"
"98","grovele01",TRUE,TRUE,FALSE,"BBWAA"
"99","guerrvl01",TRUE,TRUE,FALSE,"BBWAA"
"100","gwynnto01",TRUE,TRUE,FALSE,"BBWAA"
"101","hafeych01",TRUE,FALSE,TRUE,"Committee"
"102","haineje01",TRUE,FALSE,TRUE,"Committee"
"103","hallaro01",TRUE,TRUE,FALSE,"BBWAA"
"104","hamilbi01",TRUE,FALSE,TRUE,"Committee"
"105","hartnga01",TRUE,TRUE,FALSE,"BBWAA"
"106","heilmha01",TRUE,TRUE,FALSE,"BBWAA"
"107","henderi01",TRUE,TRUE,FALSE,"BBWAA"
"108","hermabi01",TRUE,FALSE,TRUE,"Committee"
"109","hillpe99",TRUE,FALSE,TRUE,"Committee"
"110","hodgegi01",TRUE,FALSE,TRUE,"Committee"
"111","hoffmtr01",TRUE,TRUE,FALSE,"BBWAA"
"112","hoopeha01",TRUE,FALSE,TRUE,"Committee"
"113","hornsro01",TRUE,TRUE,FALSE,"BBWAA"
"114","hoytwa01",TRUE,FALSE,TRUE,"Committee"
"115","hubbeca01",TRUE,TRUE,FALSE,"BBWAA"
"116","hunteca01",TRUE,TRUE,FALSE,"BBWAA"
"117","irvinmo01",TRUE,FALSE,TRUE,"Committee"
"118","jacksre01",TRUE,TRUE,FALSE,"BBWAA"
"119","jackstr01",TRUE,FALSE,TRUE,"Committee"
"120","jenkife01",TRUE,TRUE,FALSE,"BBWAA"
"121","jennihu01",TRUE,FALSE,TRUE,"Committee"
"122","jeterde01",TRUE,TRUE,FALSE,"BBWAA"
"123","johnsju99",TRUE,FALSE,TRUE,"Committee"
"124","johnsra05",TRUE,TRUE,FALSE,"BBWAA"
"125","johnswa01",TRUE,TRUE,FALSE,"BBWAA"
"126","jonesch06",TRUE,TRUE,FALSE,"BBWAA"
"127","jossad01",TRUE,FALSE,TRUE,"Committee"
"128","kaatji01",TRUE,FALSE,TRUE,"Committee"
"129","kalinal01",TRUE,TRUE,FALSE,"BBWAA"
"130","keefeti01",TRUE,FALSE,TRUE,"Committee"
"131","keelewi01",TRUE,TRUE,FALSE,"BBWAA"
"132","kellejo01",TRUE,FALSE,TRUE,"Committee"
"133","kellge01",TRUE,FALSE,TRUE,"Committee"
"134","kellyge01",TRUE,FALSE,TRUE,"Committee"
"135","kellyki01",TRUE,FALSE,TRUE,"Committee"
"136","killeha01",TRUE,TRUE,FALSE,"BBWAA"
"137","kinerra01",TRUE,TRUE,FALSE,"BBWAA"
"138","kleinch01",TRUE,FALSE,TRUE,"Committee"
"139","koufasa01",TRUE,TRUE,FALSE,"BBWAA"
"140","lajoina01",TRUE,TRUE,FALSE,"BBWAA"
"141","larkiba01",TRUE,TRUE,FALSE,"BBWAA"
"142","lazzeto01",TRUE,FALSE,TRUE,"Committee"
"143","lemonbo01",TRUE,TRUE,FALSE,"BBWAA"
"144","leonabu99",TRUE,FALSE,TRUE,"Committee"
"145","lindsfr01",TRUE,FALSE,TRUE,"Committee"
"146","lloydpo99",TRUE,FALSE,TRUE,"Committee"
"147","lombaer01",TRUE,FALSE,TRUE,"Committee"
"148","lyonste01",TRUE,TRUE,FALSE,"BBWAA"
"149","mackebi99",TRUE,FALSE,TRUE,"Committee"
"150","maddugr01",TRUE,TRUE,FALSE,"BBWAA"
"151","mantlmi01",TRUE,TRUE,FALSE,"BBWAA"
"152","manushe01",TRUE,FALSE,TRUE,"Committee"
"153","maranra01",TRUE,TRUE,FALSE,"BBWAA"
"154","maricju01",TRUE,TRUE,FALSE,"BBWAA"
"155","marquru01",TRUE,FALSE,TRUE,"Committee"
"156","martied01",TRUE,TRUE,FALSE,"BBWAA"
"157","martipe02",TRUE,TRUE,FALSE,"BBWAA"
"158","mathech01",TRUE,TRUE,FALSE,"BBWAA"
"159","matheed01",TRUE,TRUE,FALSE,"BBWAA"
"160","mayswi01",TRUE,TRUE,FALSE,"BBWAA"
"161","mazerbi01",TRUE,FALSE,TRUE,"Committee"
"162","mccarto01",TRUE,FALSE,TRUE,"Committee"
"163","mccovwi01",TRUE,TRUE,FALSE,"BBWAA"
"164","mcginjo01",TRUE,FALSE,TRUE,"Committee"
"165","mcgrifr01",TRUE,FALSE,TRUE,"Committee"
"166","mcphebi01",TRUE,FALSE,TRUE,"Committee"
"167","medwijo01",TRUE,TRUE,FALSE,"BBWAA"
"168","mendejo99",TRUE,FALSE,TRUE,"Committee"
"169","minosmi01",TRUE,FALSE,TRUE,"Committee"
"170","mizejo01",TRUE,FALSE,TRUE,"Committee"
"171","molitpa01",TRUE,TRUE,FALSE,"BBWAA"
"172","morgajo02",TRUE,TRUE,FALSE,"BBWAA"
"173","morrija02",TRUE,FALSE,TRUE,"Committee"
"174","murraed02",TRUE,TRUE,FALSE,"BBWAA"
"175","musiast01",TRUE,TRUE,FALSE,"BBWAA"
"176","mussimi01",TRUE,TRUE,FALSE,"BBWAA"
"177","newhoha01",TRUE,FALSE,TRUE,"Committee"
"178","nichoki01",TRUE,FALSE,TRUE,"Committee"
"179","niekrph01",TRUE,TRUE,FALSE,"BBWAA"
"180","olivato01",TRUE,FALSE,TRUE,"Committee"
"181","orourji01",TRUE,FALSE,TRUE,"Committee"
"182","ortizda01",TRUE,TRUE,FALSE,"BBWAA"
"183","ottme01",TRUE,TRUE,FALSE,"BBWAA"
"184","paigesa01",TRUE,FALSE,TRUE,"Committee"
"185","palmeji01",TRUE,TRUE,FALSE,"BBWAA"
"186","pennohe01",TRUE,TRUE,FALSE,"BBWAA"
"187","perezto01",TRUE,TRUE,FALSE,"BBWAA"
"188","perryga01",TRUE,TRUE,FALSE,"BBWAA"
"189","piazzmi01",TRUE,TRUE,FALSE,"BBWAA"
"190","planked01",TRUE,FALSE,TRUE,"Committee"
"191","puckeki01",TRUE,TRUE,FALSE,"BBWAA"
"192","radboch01",TRUE,FALSE,TRUE,"Committee"
"193","raineti01",TRUE,TRUE,FALSE,"BBWAA"
"194","reesepe01",TRUE,FALSE,TRUE,"Committee"
"195","riceji01",TRUE,TRUE,FALSE,"BBWAA"
"196","ricesa01",TRUE,FALSE,TRUE,"Committee"
"197","ripkeca01",TRUE,TRUE,FALSE,"BBWAA"
"198","riverma01",TRUE,TRUE,FALSE,"BBWAA"
"199","rixeyep01",TRUE,FALSE,TRUE,"Committee"
"200","rizzuph01",TRUE,FALSE,TRUE,"Committee"
"201","roberro01",TRUE,TRUE,FALSE,"BBWAA"
"202","robinbr01",TRUE,TRUE,FALSE,"BBWAA"
"203","robinfr02",TRUE,TRUE,FALSE,"BBWAA"
"204","robinja02",TRUE,TRUE,FALSE,"BBWAA"
"205","rodriiv01",TRUE,TRUE,FALSE,"BBWAA"
"206","roganbu99",TRUE,FALSE,TRUE,"Committee"
"207","rolensc01",TRUE,TRUE,FALSE,"BBWAA"
"208","roushed01",TRUE,FALSE,TRUE,"Committee"
"209","ruffire01",TRUE,FALSE,TRUE,"Committee"
"210","rusieam01",TRUE,FALSE,TRUE,"Committee"
"211","ruthba01",TRUE,TRUE,FALSE,"BBWAA"
"212","ryanno01",TRUE,TRUE,FALSE,"BBWAA"
"213","sabatcc01",TRUE,TRUE,FALSE,"BBWAA"
"214","sandbry01",TRUE,TRUE,FALSE,"BBWAA"
"215","santolo99",TRUE,FALSE,TRUE,"Committee"
"216","santoro01",TRUE,FALSE,TRUE,"Committee"
"217","schalra01",TRUE,FALSE,TRUE,"Committee"
"218","schmimi01",TRUE,TRUE,FALSE,"BBWAA"
"219","schoere01",TRUE,FALSE,TRUE,"Committee"
"220","seaveto01",TRUE,TRUE,FALSE,"BBWAA"
"221","seweljo01",TRUE,FALSE,TRUE,"Committee"
"222","simmoal01",TRUE,TRUE,FALSE,"BBWAA"
"223","simmote01",TRUE,FALSE,TRUE,"Committee"
"224","sislege01",TRUE,TRUE,FALSE,"BBWAA"
"225","slaugen01",TRUE,FALSE,TRUE,"Committee"
"226","smithhi99",TRUE,FALSE,TRUE,"Committee"
"227","smithle02",TRUE,FALSE,TRUE,"Committee"
"228","smithoz01",TRUE,TRUE,FALSE,"BBWAA"
"229","smoltjo01",TRUE,TRUE,FALSE,"BBWAA"
"230","snidedu01",TRUE,TRUE,FALSE,"BBWAA"
"231","spahnwa01",TRUE,TRUE,FALSE,"BBWAA"
"232","speaktr01",TRUE,TRUE,FALSE,"BBWAA"
"233","stargwi01",TRUE,TRUE,FALSE,"BBWAA"
"234","steartu99",TRUE,FALSE,TRUE,"Committee"
"235","suttebr01",TRUE,TRUE,FALSE,"BBWAA"
"236","suttlmu99",TRUE,FALSE,TRUE,"Committee"
"237","suttodo01",TRUE,TRUE,FALSE,"BBWAA"
"238","taylobe99",TRUE,FALSE,TRUE,"Committee"
"239","terrybi01",TRUE,TRUE,FALSE,"BBWAA"
"240","thomafr04",TRUE,TRUE,FALSE,"BBWAA"
"241","thomeji01",TRUE,TRUE,FALSE,"BBWAA"
"242","thompsa01",TRUE,FALSE,TRUE,"Committee"
"243","tinkejo01",TRUE,FALSE,TRUE,"Committee"
"244","torricr99",TRUE,FALSE,TRUE,"Committee"
"245","trammal01",TRUE,FALSE,TRUE,"Committee"
"246","traynpi01",TRUE,TRUE,FALSE,"BBWAA"
"247","vanceda01",TRUE,TRUE,FALSE,"BBWAA"
"248","vaughar01",TRUE,FALSE,TRUE,"Committee"
"249","wadderu01",TRUE,FALSE,TRUE,"Committee"
"250","wagnebi02",TRUE,TRUE,FALSE,"BBWAA"
"251","wagneho01",TRUE,TRUE,FALSE,"BBWAA"
"252","walkela01",TRUE,TRUE,FALSE,"BBWAA"
"253","wallabo01",TRUE,FALSE,TRUE,"Committee"
"254","walshed01",TRUE,FALSE,TRUE,"Committee"
"255","wanerll01",TRUE,FALSE,TRUE,"Committee"
"256","wanerpa01",TRUE,TRUE,FALSE,"BBWAA"
"257","wardjo01",TRUE,FALSE,TRUE,"Committee"
"258","welchmi01",TRUE,FALSE,TRUE,"Committee"
"259","wellswi99",TRUE,FALSE,TRUE,"Committee"
"260","wheatza01",TRUE,FALSE,TRUE,"Committee"
"261","whitede01",TRUE,FALSE,TRUE,"Committee"
"262","wilheho01",TRUE,TRUE,FALSE,"BBWAA"
"263","willibi01",TRUE,TRUE,FALSE,"BBWAA"
"264","willijo99",TRUE,FALSE,TRUE,"Committee"
"265","willite01",TRUE,TRUE,FALSE,"BBWAA"
"266","willivi01",TRUE,FALSE,TRUE,"Committee"
"267","wilsoha01",TRUE,FALSE,TRUE,"Committee"
"268","wilsoju99",TRUE,FALSE,TRUE,"Committee"
"269","winfida01",TRUE,TRUE,FALSE,"BBWAA"
"270","wynnea01",TRUE,TRUE,FALSE,"BBWAA"
"271","yastrca01",TRUE,TRUE,FALSE,"BBWAA"
"272","youngcy01",TRUE,TRUE,FALSE,"BBWAA"
"273","youngro01",TRUE,FALSE,TRUE,"Committee"
"274","yountro01",TRUE,TRUE,FALSE,"BBWAA"
"275","allendi01",TRUE,FALSE,TRUE,"Committee"
"276","beltrad01",TRUE,TRUE,FALSE,"BBWAA"
"277","heltoto01",TRUE,TRUE,FALSE,"BBWAA"
"278","mauerjo01",TRUE,TRUE,FALSE,"BBWAA"
"279","suzukic01",TRUE,TRUE,FALSE,"BBWAA"
"280","parkeda01",TRUE,FALSE,TRUE,"Committee"
"281","kentje01",TRUE,FALSE,TRUE,"Committee"
